"","V1","V2"
"62838",1616,1542
"62839",1616,1553
"62840",1616,1556
"62841",1616,1558
"62842",1616,1560
"62843",1616,1562
"62844",1616,1563
"62845",1616,1566
"62846",1616,1571
"62847",1616,1574
"62848",1616,1575
"62849",1616,1594
"62850",1616,1595
"62851",1616,1600
"62852",1616,1604
"62853",1616,1607
"62854",1616,1610
"62855",1616,1613
"62856",1616,1621
"62857",1616,1624
"62858",1616,1630
"62859",1616,1632
"62860",1616,1633
"62861",1616,1636
"62862",1616,1645
"62863",1616,1646
"62864",1616,1647
"62865",1616,1650
"62866",1616,1654
"62867",1616,1660
"62868",1616,1661
"62869",1616,1677
"62870",1616,1681
"62871",1616,1696
"62872",1616,1698
"62873",1616,1703
"62874",1616,1705
"62875",1616,1709
"62876",1616,1715
"62877",1616,1725
"62878",1616,1726
"62879",1616,1733
"62880",1616,1737
"62881",1616,1740
"62882",1616,1741
"62883",1616,1742
"62884",1616,1749
"62885",1616,1768
"62886",1616,1769
"62887",1616,1780
"62888",1616,1782
"62889",1616,1789
"62890",1616,1795
"62891",1616,1796
"62892",1616,1798
"62893",1617,1411
"62894",1617,1415
"62895",1617,1417
"62896",1617,1424
"62897",1617,1429
"62898",1617,1430
"62899",1617,1431
"62900",1617,1435
"62901",1617,1440
"62902",1617,1444
"62903",1617,1445
"62904",1617,1449
"62905",1617,1459
"62906",1617,1475
"62907",1617,1479
"62908",1617,1490
"62909",1617,1493
"62910",1617,1495
"62911",1617,1500
"62912",1617,1506
"62913",1617,1511
"62914",1617,1516
"62915",1617,1517
"62916",1617,1518
"62917",1617,1520
"62918",1617,1521
"62919",1617,1524
"62920",1617,1528
"62921",1617,1531
"62922",1617,1532
"62923",1617,1533
"62924",1617,1544
"62925",1617,1548
"62926",1617,1549
"62927",1617,1561
"62928",1617,1566
"62929",1617,1569
"62930",1617,1570
"62931",1617,1592
"62932",1617,1598
"62933",1617,1600
"62934",1617,1613
"62935",1617,1620
"62936",1617,1621
"62937",1617,1624
"62938",1617,1625
"62939",1617,1646
"62940",1617,1647
"62941",1617,1650
"62942",1617,1654
"62943",1617,1670
"62944",1617,1680
"62945",1617,1687
"62946",1617,1696
"62947",1617,1697
"62948",1617,1707
"62949",1617,1710
"62950",1617,1718
"62951",1617,1724
"62952",1617,1727
"62953",1617,1732
"62954",1617,1737
"62955",1617,1738
"62956",1617,1740
"62957",1617,1741
"62958",1617,1743
"62959",1617,1747
"62960",1617,1758
"62961",1617,1761
"62962",1617,1763
"62963",1617,1766
"62964",1617,1774
"62965",1617,1778
"62966",1617,1785
"62967",1617,1789
"62968",1618,1405
"62969",1618,1406
"62970",1618,1412
"62971",1618,1413
"62972",1618,1426
"62973",1618,1431
"62974",1618,1434
"62975",1618,1443
"62976",1618,1455
"62977",1618,1457
"62978",1618,1463
"62979",1618,1465
"62980",1618,1489
"62981",1618,1492
"62982",1618,1494
"62983",1618,1504
"62984",1618,1510
"62985",1618,1520
"62986",1618,1524
"62987",1618,1525
"62988",1618,1531
"62989",1618,1536
"62990",1618,1542
"62991",1618,1549
"62992",1618,1561
"62993",1618,1563
"62994",1618,1568
"62995",1618,1569
"62996",1618,1570
"62997",1618,1572
"62998",1618,1578
"62999",1618,1595
"63000",1618,1623
"63001",1618,1628
"63002",1618,1631
"63003",1618,1644
"63004",1618,1650
"63005",1618,1653
"63006",1618,1657
"63007",1618,1658
"63008",1618,1659
"63009",1618,1663
"63010",1618,1666
"63011",1618,1668
"63012",1618,1669
"63013",1618,1676
"63014",1618,1679
"63015",1618,1681
"63016",1618,1684
"63017",1618,1685
"63018",1618,1688
"63019",1618,1695
"63020",1618,1703
"63021",1618,1704
"63022",1618,1705
"63023",1618,1706
"63024",1618,1719
"63025",1618,1728
"63026",1618,1729
"63027",1618,1733
"63028",1618,1741
"63029",1618,1742
"63030",1618,1743
"63031",1618,1748
"63032",1618,1756
"63033",1618,1760
"63034",1618,1762
"63035",1618,1765
"63036",1618,1767
"63037",1618,1770
"63038",1618,1785
"63039",1618,1790
"63040",1618,1791
"63041",1618,1798
"63042",1619,1401
"63043",1619,1402
"63044",1619,1408
"63045",1619,1410
"63046",1619,1424
"63047",1619,1436
"63048",1619,1438
"63049",1619,1440
"63050",1619,1442
"63051",1619,1447
"63052",1619,1452
"63053",1619,1456
"63054",1619,1459
"63055",1619,1463
"63056",1619,1464
"63057",1619,1466
"63058",1619,1474
"63059",1619,1477
"63060",1619,1479
"63061",1619,1486
"63062",1619,1490
"63063",1619,1494
"63064",1619,1495
"63065",1619,1498
"63066",1619,1502
"63067",1619,1513
"63068",1619,1516
"63069",1619,1519
"63070",1619,1523
"63071",1619,1526
"63072",1619,1541
"63073",1619,1545
"63074",1619,1546
"63075",1619,1551
"63076",1619,1553
"63077",1619,1557
"63078",1619,1558
"63079",1619,1569
"63080",1619,1574
"63081",1619,1586
"63082",1619,1594
"63083",1619,1598
"63084",1619,1608
"63085",1619,1612
"63086",1619,1614
"63087",1619,1620
"63088",1619,1623
"63089",1619,1629
"63090",1619,1635
"63091",1619,1650
"63092",1619,1654
"63093",1619,1657
"63094",1619,1663
"63095",1619,1677
"63096",1619,1684
"63097",1619,1685
"63098",1619,1686
"63099",1619,1690
"63100",1619,1699
"63101",1619,1707
"63102",1619,1708
"63103",1619,1712
"63104",1619,1716
"63105",1619,1718
"63106",1619,1719
"63107",1619,1720
"63108",1619,1730
"63109",1619,1734
"63110",1619,1737
"63111",1619,1747
"63112",1619,1751
"63113",1619,1756
"63114",1619,1757
"63115",1619,1758
"63116",1619,1759
"63117",1619,1766
"63118",1619,1768
"63119",1619,1773
"63120",1619,1775
"63121",1620,1414
"63122",1620,1422
"63123",1620,1425
"63124",1620,1426
"63125",1620,1429
"63126",1620,1435
"63127",1620,1436
"63128",1620,1444
"63129",1620,1446
"63130",1620,1448
"63131",1620,1449
"63132",1620,1450
"63133",1620,1457
"63134",1620,1462
"63135",1620,1468
"63136",1620,1478
"63137",1620,1480
"63138",1620,1488
"63139",1620,1494
"63140",1620,1495
"63141",1620,1496
"63142",1620,1498
"63143",1620,1503
"63144",1620,1514
"63145",1620,1518
"63146",1620,1522
"63147",1620,1526
"63148",1620,1531
"63149",1620,1536
"63150",1620,1538
"63151",1620,1542
"63152",1620,1544
"63153",1620,1552
"63154",1620,1555
"63155",1620,1568
"63156",1620,1572
"63157",1620,1573
"63158",1620,1581
"63159",1620,1582
"63160",1620,1584
"63161",1620,1588
"63162",1620,1589
"63163",1620,1592
"63164",1620,1602
"63165",1620,1604
"63166",1620,1606
"63167",1620,1608
"63168",1620,1617
"63169",1620,1619
"63170",1620,1635
"63171",1620,1637
"63172",1620,1638
"63173",1620,1650
"63174",1620,1654
"63175",1620,1656
"63176",1620,1669
"63177",1620,1674
"63178",1620,1675
"63179",1620,1676
"63180",1620,1677
"63181",1620,1681
"63182",1620,1682
"63183",1620,1686
"63184",1620,1697
"63185",1620,1698
"63186",1620,1700
"63187",1620,1701
"63188",1620,1702
"63189",1620,1714
"63190",1620,1715
"63191",1620,1716
"63192",1620,1730
"63193",1620,1732
"63194",1620,1736
"63195",1620,1739
"63196",1620,1740
"63197",1620,1745
"63198",1620,1747
"63199",1620,1749
"63200",1620,1753
"63201",1620,1763
"63202",1620,1768
"63203",1620,1778
"63204",1620,1780
"63205",1620,1781
"63206",1620,1800
"63207",1621,1237
"63208",1621,1401
"63209",1621,1404
"63210",1621,1408
"63211",1621,1418
"63212",1621,1423
"63213",1621,1429
"63214",1621,1430
"63215",1621,1434
"63216",1621,1436
"63217",1621,1440
"63218",1621,1449
"63219",1621,1452
"63220",1621,1456
"63221",1621,1465
"63222",1621,1470
"63223",1621,1471
"63224",1621,1478
"63225",1621,1482
"63226",1621,1486
"63227",1621,1490
"63228",1621,1493
"63229",1621,1495
"63230",1621,1507
"63231",1621,1508
"63232",1621,1511
"63233",1621,1513
"63234",1621,1517
"63235",1621,1520
"63236",1621,1521
"63237",1621,1529
"63238",1621,1533
"63239",1621,1535
"63240",1621,1539
"63241",1621,1541
"63242",1621,1547
"63243",1621,1549
"63244",1621,1550
"63245",1621,1552
"63246",1621,1553
"63247",1621,1560
"63248",1621,1561
"63249",1621,1563
"63250",1621,1565
"63251",1621,1566
"63252",1621,1567
"63253",1621,1570
"63254",1621,1573
"63255",1621,1577
"63256",1621,1581
"63257",1621,1589
"63258",1621,1590
"63259",1621,1601
"63260",1621,1602
"63261",1621,1616
"63262",1621,1617
"63263",1621,1625
"63264",1621,1628
"63265",1621,1638
"63266",1621,1640
"63267",1621,1642
"63268",1621,1645
"63269",1621,1661
"63270",1621,1672
"63271",1621,1677
"63272",1621,1680
"63273",1621,1706
"63274",1621,1711
"63275",1621,1716
"63276",1621,1727
"63277",1621,1732
"63278",1621,1737
"63279",1621,1751
"63280",1621,1752
"63281",1621,1756
"63282",1621,1758
"63283",1621,1763
"63284",1621,1772
"63285",1621,1780
"63286",1621,1782
"63287",1621,1787
"63288",1621,1788
"63289",1621,1791
"63290",1621,1795
"63291",1622,1401
"63292",1622,1409
"63293",1622,1421
"63294",1622,1424
"63295",1622,1429
"63296",1622,1430
"63297",1622,1442
"63298",1622,1443
"63299",1622,1444
"63300",1622,1451
"63301",1622,1452
"63302",1622,1454
"63303",1622,1459
"63304",1622,1468
"63305",1622,1474
"63306",1622,1476
"63307",1622,1479
"63308",1622,1487
"63309",1622,1488
"63310",1622,1489
"63311",1622,1501
"63312",1622,1506
"63313",1622,1518
"63314",1622,1523
"63315",1622,1536
"63316",1622,1537
"63317",1622,1539
"63318",1622,1540
"63319",1622,1548
"63320",1622,1555
"63321",1622,1556
"63322",1622,1557
"63323",1622,1559
"63324",1622,1562
"63325",1622,1576
"63326",1622,1598
"63327",1622,1601
"63328",1622,1604
"63329",1622,1606
"63330",1622,1613
"63331",1622,1631
"63332",1622,1642
"63333",1622,1644
"63334",1622,1647
"63335",1622,1650
"63336",1622,1666
"63337",1622,1670
"63338",1622,1676
"63339",1622,1679
"63340",1622,1681
"63341",1622,1695
"63342",1622,1696
"63343",1622,1707
"63344",1622,1708
"63345",1622,1712
"63346",1622,1726
"63347",1622,1729
"63348",1622,1730
"63349",1622,1736
"63350",1622,1749
"63351",1622,1757
"63352",1622,1759
"63353",1622,1760
"63354",1622,1767
"63355",1622,1772
"63356",1622,1773
"63357",1622,1777
"63358",1622,1778
"63359",1622,1791
"63360",1622,1800
"63361",1623,1402
"63362",1623,1404
"63363",1623,1406
"63364",1623,1409
"63365",1623,1411
"63366",1623,1412
"63367",1623,1416
"63368",1623,1418
"63369",1623,1434
"63370",1623,1438
"63371",1623,1440
"63372",1623,1441
"63373",1623,1453
"63374",1623,1458
"63375",1623,1465
"63376",1623,1470
"63377",1623,1480
"63378",1623,1483
"63379",1623,1489
"63380",1623,1497
"63381",1623,1506
"63382",1623,1507
"63383",1623,1510
"63384",1623,1514
"63385",1623,1523
"63386",1623,1530
"63387",1623,1532
"63388",1623,1544
"63389",1623,1550
"63390",1623,1556
"63391",1623,1560
"63392",1623,1567
"63393",1623,1570
"63394",1623,1577
"63395",1623,1584
"63396",1623,1594
"63397",1623,1597
"63398",1623,1599
"63399",1623,1606
"63400",1623,1607
"63401",1623,1618
"63402",1623,1619
"63403",1623,1634
"63404",1623,1642
"63405",1623,1644
"63406",1623,1653
"63407",1623,1657
"63408",1623,1664
"63409",1623,1666
"63410",1623,1667
"63411",1623,1672
"63412",1623,1683
"63413",1623,1690
"63414",1623,1698
"63415",1623,1699
"63416",1623,1701
"63417",1623,1702
"63418",1623,1708
"63419",1623,1709
"63420",1623,1710
"63421",1623,1712
"63422",1623,1716
"63423",1623,1719
"63424",1623,1726
"63425",1623,1739
"63426",1623,1745
"63427",1623,1755
"63428",1623,1762
"63429",1623,1764
"63430",1623,1766
"63431",1623,1772
"63432",1623,1778
"63433",1623,1780
"63434",1623,1781
"63435",1623,1785
"63436",1623,1787
"63437",1623,1789
"63438",1623,1790
"63439",1623,1795
"63440",1623,1796
"63441",1624,1401
"63442",1624,1408
"63443",1624,1416
"63444",1624,1417
"63445",1624,1419
"63446",1624,1424
"63447",1624,1427
"63448",1624,1431
"63449",1624,1436
"63450",1624,1449
"63451",1624,1453
"63452",1624,1457
"63453",1624,1460
"63454",1624,1463
"63455",1624,1468
"63456",1624,1474
"63457",1624,1477
"63458",1624,1478
"63459",1624,1479
"63460",1624,1492
"63461",1624,1497
"63462",1624,1504
"63463",1624,1507
"63464",1624,1510
"63465",1624,1512
"63466",1624,1515
"63467",1624,1516
"63468",1624,1528
"63469",1624,1535
"63470",1624,1539
"63471",1624,1545
"63472",1624,1553
"63473",1624,1554
"63474",1624,1559
"63475",1624,1562
"63476",1624,1563
"63477",1624,1564
"63478",1624,1567
"63479",1624,1570
"63480",1624,1575
"63481",1624,1576
"63482",1624,1579
"63483",1624,1591
"63484",1624,1596
"63485",1624,1597
"63486",1624,1599
"63487",1624,1603
"63488",1624,1608
"63489",1624,1609
"63490",1624,1616
"63491",1624,1617
"63492",1624,1625
"63493",1624,1634
"63494",1624,1637
"63495",1624,1642
"63496",1624,1651
"63497",1624,1655
"63498",1624,1656
"63499",1624,1663
"63500",1624,1668
"63501",1624,1670
"63502",1624,1676
"63503",1624,1679
"63504",1624,1682
"63505",1624,1691
"63506",1624,1702
"63507",1624,1709
"63508",1624,1711
"63509",1624,1713
"63510",1624,1716
"63511",1624,1721
"63512",1624,1724
"63513",1624,1744
"63514",1624,1746
"63515",1624,1747
"63516",1624,1748
"63517",1624,1754
"63518",1624,1762
"63519",1624,1765
"63520",1624,1766
"63521",1624,1770
"63522",1624,1771
"63523",1624,1773
"63524",1624,1777
"63525",1624,1778
"63526",1624,1780
"63527",1624,1789
"63528",1625,1408
"63529",1625,1409
"63530",1625,1410
"63531",1625,1417
"63532",1625,1419
"63533",1625,1427
"63534",1625,1431
"63535",1625,1439
"63536",1625,1443
"63537",1625,1452
"63538",1625,1458
"63539",1625,1461
"63540",1625,1463
"63541",1625,1468
"63542",1625,1474
"63543",1625,1476
"63544",1625,1486
"63545",1625,1495
"63546",1625,1498
"63547",1625,1510
"63548",1625,1511
"63549",1625,1513
"63550",1625,1523
"63551",1625,1525
"63552",1625,1528
"63553",1625,1534
"63554",1625,1539
"63555",1625,1549
"63556",1625,1552
"63557",1625,1557
"63558",1625,1561
"63559",1625,1562
"63560",1625,1566
"63561",1625,1586
"63562",1625,1587
"63563",1625,1588
"63564",1625,1593
"63565",1625,1594
"63566",1625,1596
"63567",1625,1599
"63568",1625,1600
"63569",1625,1611
"63570",1625,1617
"63571",1625,1621
"63572",1625,1624
"63573",1625,1629
"63574",1625,1630
"63575",1625,1633
"63576",1625,1637
"63577",1625,1648
"63578",1625,1649
"63579",1625,1650
"63580",1625,1665
"63581",1625,1668
"63582",1625,1687
"63583",1625,1715
"63584",1625,1718
"63585",1625,1732
"63586",1625,1734
"63587",1625,1738
"63588",1625,1740
"63589",1625,1741
"63590",1625,1743
"63591",1625,1748
"63592",1625,1759
"63593",1625,1770
"63594",1625,1784
"63595",1625,1789
"63596",1625,1796
"63597",1626,1082
"63598",1626,1403
"63599",1626,1412
"63600",1626,1416
"63601",1626,1429
"63602",1626,1435
"63603",1626,1457
"63604",1626,1459
"63605",1626,1464
"63606",1626,1466
"63607",1626,1472
"63608",1626,1486
"63609",1626,1488
"63610",1626,1490
"63611",1626,1495
"63612",1626,1496
"63613",1626,1499
"63614",1626,1502
"63615",1626,1507
"63616",1626,1509
"63617",1626,1515
"63618",1626,1516
"63619",1626,1518
"63620",1626,1519
"63621",1626,1525
"63622",1626,1527
"63623",1626,1529
"63624",1626,1531
"63625",1626,1540
"63626",1626,1541
"63627",1626,1542
"63628",1626,1558
"63629",1626,1570
"63630",1626,1571
"63631",1626,1576
"63632",1626,1583
"63633",1626,1585
"63634",1626,1593
"63635",1626,1597
"63636",1626,1601
"63637",1626,1602
"63638",1626,1603
"63639",1626,1605
"63640",1626,1615
"63641",1626,1628
"63642",1626,1636
"63643",1626,1643
"63644",1626,1646
"63645",1626,1651
"63646",1626,1653
"63647",1626,1662
"63648",1626,1665
"63649",1626,1670
"63650",1626,1671
"63651",1626,1683
"63652",1626,1688
"63653",1626,1694
"63654",1626,1696
"63655",1626,1697
"63656",1626,1698
"63657",1626,1701
"63658",1626,1704
"63659",1626,1717
"63660",1626,1722
"63661",1626,1723
"63662",1626,1730
"63663",1626,1731
"63664",1626,1739
"63665",1626,1742
"63666",1626,1743
"63667",1626,1749
"63668",1626,1773
"63669",1626,1775
"63670",1626,1776
"63671",1626,1781
"63672",1626,1786
"63673",1626,1787
"63674",1626,1790
"63675",1626,1792
"63676",1626,1795
"63677",1626,1798
"63678",1627,1417
"63679",1627,1418
"63680",1627,1420
"63681",1627,1426
"63682",1627,1427
"63683",1627,1431
"63684",1627,1437
"63685",1627,1438
"63686",1627,1439
"63687",1627,1446
"63688",1627,1449
"63689",1627,1450
"63690",1627,1453
"63691",1627,1454
"63692",1627,1461
"63693",1627,1463
"63694",1627,1465
"63695",1627,1470
"63696",1627,1471
"63697",1627,1475
"63698",1627,1479
"63699",1627,1483
"63700",1627,1485
"63701",1627,1486
"63702",1627,1488
"63703",1627,1494
"63704",1627,1497
"63705",1627,1507
"63706",1627,1517
"63707",1627,1520
"63708",1627,1521
"63709",1627,1528
"63710",1627,1532
"63711",1627,1534
"63712",1627,1537
"63713",1627,1544
"63714",1627,1545
"63715",1627,1547
"63716",1627,1550
"63717",1627,1556
"63718",1627,1567
"63719",1627,1574
"63720",1627,1575
"63721",1627,1580
"63722",1627,1581
"63723",1627,1583
"63724",1627,1585
"63725",1627,1586
"63726",1627,1588
"63727",1627,1591
"63728",1627,1596
"63729",1627,1601
"63730",1627,1603
"63731",1627,1608
"63732",1627,1610
"63733",1627,1611
"63734",1627,1612
"63735",1627,1628
"63736",1627,1636
"63737",1627,1644
"63738",1627,1647
"63739",1627,1652
"63740",1627,1656
"63741",1627,1658
"63742",1627,1662
"63743",1627,1665
"63744",1627,1674
"63745",1627,1686
"63746",1627,1689
"63747",1627,1690
"63748",1627,1691
"63749",1627,1694
"63750",1627,1707
"63751",1627,1711
"63752",1627,1714
"63753",1627,1722
"63754",1627,1723
"63755",1627,1726
"63756",1627,1730
"63757",1627,1732
"63758",1627,1733
"63759",1627,1741
"63760",1627,1742
"63761",1627,1744
"63762",1627,1748
"63763",1627,1753
"63764",1627,1756
"63765",1627,1775
"63766",1627,1776
"63767",1627,1780
"63768",1627,1786
"63769",1627,1799
"63770",1628,1402
"63771",1628,1406
"63772",1628,1410
"63773",1628,1417
"63774",1628,1425
"63775",1628,1432
"63776",1628,1438
"63777",1628,1440
"63778",1628,1441
"63779",1628,1450
"63780",1628,1457
"63781",1628,1469
"63782",1628,1471
"63783",1628,1480
"63784",1628,1482
"63785",1628,1483
"63786",1628,1493
"63787",1628,1497
"63788",1628,1499
"63789",1628,1500
"63790",1628,1509
"63791",1628,1514
"63792",1628,1521
"63793",1628,1522
"63794",1628,1524
"63795",1628,1530
"63796",1628,1531
"63797",1628,1537
"63798",1628,1541
"63799",1628,1542
"63800",1628,1545
"63801",1628,1549
"63802",1628,1553
"63803",1628,1569
"63804",1628,1576
"63805",1628,1578
"63806",1628,1587
"63807",1628,1592
"63808",1628,1597
"63809",1628,1599
"63810",1628,1600
"63811",1628,1610
"63812",1628,1614
"63813",1628,1618
"63814",1628,1621
"63815",1628,1626
"63816",1628,1627
"63817",1628,1635
"63818",1628,1644
"63819",1628,1646
"63820",1628,1656
"63821",1628,1659
"63822",1628,1662
"63823",1628,1666
"63824",1628,1672
"63825",1628,1677
"63826",1628,1686
"63827",1628,1696
"63828",1628,1700
"63829",1628,1704
"63830",1628,1721
"63831",1628,1729
"63832",1628,1735
"63833",1628,1738
"63834",1628,1739
"63835",1628,1742
"63836",1628,1747
"63837",1628,1752
"63838",1628,1754
"63839",1628,1763
"63840",1628,1767
"63841",1628,1774
"63842",1628,1780
"63843",1628,1786
"63844",1628,1787
"63845",1628,1792
"63846",1628,1796
"63847",1628,1800
"63848",1629,1403
"63849",1629,1404
"63850",1629,1409
"63851",1629,1412
"63852",1629,1413
"63853",1629,1416
"63854",1629,1425
"63855",1629,1427
"63856",1629,1436
"63857",1629,1437
"63858",1629,1441
"63859",1629,1442
"63860",1629,1444
"63861",1629,1451
"63862",1629,1455
"63863",1629,1456
"63864",1629,1461
"63865",1629,1464
"63866",1629,1465
"63867",1629,1466
"63868",1629,1473
"63869",1629,1478
"63870",1629,1481
"63871",1629,1487
"63872",1629,1500
"63873",1629,1502
"63874",1629,1504
"63875",1629,1517
"63876",1629,1521
"63877",1629,1523
"63878",1629,1524
"63879",1629,1528
"63880",1629,1529
"63881",1629,1530
"63882",1629,1531
"63883",1629,1533
"63884",1629,1537
"63885",1629,1540
"63886",1629,1542
"63887",1629,1547
"63888",1629,1556
"63889",1629,1577
"63890",1629,1580
"63891",1629,1595
"63892",1629,1596
"63893",1629,1600
"63894",1629,1605
"63895",1629,1608
"63896",1629,1609
"63897",1629,1615
"63898",1629,1619
"63899",1629,1625
"63900",1629,1630
"63901",1629,1635
"63902",1629,1637
"63903",1629,1640
"63904",1629,1642
"63905",1629,1643
"63906",1629,1652
"63907",1629,1655
"63908",1629,1661
"63909",1629,1665
"63910",1629,1666
"63911",1629,1679
"63912",1629,1680
"63913",1629,1685
"63914",1629,1690
"63915",1629,1694
"63916",1629,1700
"63917",1629,1703
"63918",1629,1707
"63919",1629,1710
"63920",1629,1715
"63921",1629,1721
"63922",1629,1729
"63923",1629,1731
"63924",1629,1732
"63925",1629,1733
"63926",1629,1741
"63927",1629,1750
"63928",1629,1751
"63929",1629,1752
"63930",1629,1761
"63931",1629,1767
"63932",1629,1771
"63933",1629,1788
"63934",1629,1796
"63935",1630,1404
"63936",1630,1405
"63937",1630,1408
"63938",1630,1410
"63939",1630,1416
"63940",1630,1420
"63941",1630,1431
"63942",1630,1435
"63943",1630,1437
"63944",1630,1440
"63945",1630,1448
"63946",1630,1449
"63947",1630,1452
"63948",1630,1456
"63949",1630,1459
"63950",1630,1464
"63951",1630,1468
"63952",1630,1469
"63953",1630,1472
"63954",1630,1478
"63955",1630,1483
"63956",1630,1493
"63957",1630,1495
"63958",1630,1498
"63959",1630,1501
"63960",1630,1503
"63961",1630,1514
"63962",1630,1521
"63963",1630,1525
"63964",1630,1528
"63965",1630,1533
"63966",1630,1538
"63967",1630,1541
"63968",1630,1548
"63969",1630,1549
"63970",1630,1550
"63971",1630,1551
"63972",1630,1555
"63973",1630,1557
"63974",1630,1560
"63975",1630,1563
"63976",1630,1576
"63977",1630,1577
"63978",1630,1579
"63979",1630,1580
"63980",1630,1586
"63981",1630,1592
"63982",1630,1598
"63983",1630,1606
"63984",1630,1607
"63985",1630,1608
"63986",1630,1615
"63987",1630,1616
"63988",1630,1625
"63989",1630,1629
"63990",1630,1636
"63991",1630,1638
"63992",1630,1643
"63993",1630,1646
"63994",1630,1650
"63995",1630,1666
"63996",1630,1672
"63997",1630,1674
"63998",1630,1677
"63999",1630,1680
"64000",1630,1681
"64001",1630,1688
"64002",1630,1691
"64003",1630,1700
"64004",1630,1719
"64005",1630,1729
"64006",1630,1732
"64007",1630,1733
"64008",1630,1736
"64009",1630,1753
"64010",1630,1772
"64011",1630,1775
"64012",1630,1778
"64013",1630,1780
"64014",1630,1786
"64015",1630,1795
"64016",1631,1404
"64017",1631,1405
"64018",1631,1407
"64019",1631,1408
"64020",1631,1432
"64021",1631,1454
"64022",1631,1461
"64023",1631,1463
"64024",1631,1467
"64025",1631,1472
"64026",1631,1473
"64027",1631,1474
"64028",1631,1475
"64029",1631,1481
"64030",1631,1487
"64031",1631,1492
"64032",1631,1496
"64033",1631,1506
"64034",1631,1524
"64035",1631,1528
"64036",1631,1530
"64037",1631,1531
"64038",1631,1533
"64039",1631,1542
"64040",1631,1550
"64041",1631,1552
"64042",1631,1555
"64043",1631,1557
"64044",1631,1564
"64045",1631,1570
"64046",1631,1571
"64047",1631,1575
"64048",1631,1576
"64049",1631,1591
"64050",1631,1592
"64051",1631,1603
"64052",1631,1615
"64053",1631,1618
"64054",1631,1622
"64055",1631,1632
"64056",1631,1640
"64057",1631,1641
"64058",1631,1649
"64059",1631,1655
"64060",1631,1657
"64061",1631,1663
"64062",1631,1674
"64063",1631,1676
"64064",1631,1688
"64065",1631,1692
"64066",1631,1697
"64067",1631,1698
"64068",1631,1702
"64069",1631,1705
"64070",1631,1709
"64071",1631,1715
"64072",1631,1731
"64073",1631,1733
"64074",1631,1734
"64075",1631,1738
"64076",1631,1740
"64077",1631,1748
"64078",1631,1749
"64079",1631,1750
"64080",1631,1754
"64081",1631,1755
"64082",1631,1758
"64083",1631,1764
"64084",1631,1765
"64085",1631,1779
"64086",1631,1780
"64087",1631,1785
"64088",1631,1789
"64089",1631,1791
"64090",1631,1800
"64091",1632,1405
"64092",1632,1407
"64093",1632,1408
"64094",1632,1410
"64095",1632,1414
"64096",1632,1419
"64097",1632,1421
"64098",1632,1422
"64099",1632,1436
"64100",1632,1437
"64101",1632,1444
"64102",1632,1446
"64103",1632,1465
"64104",1632,1478
"64105",1632,1483
"64106",1632,1484
"64107",1632,1486
"64108",1632,1490
"64109",1632,1491
"64110",1632,1493
"64111",1632,1495
"64112",1632,1496
"64113",1632,1498
"64114",1632,1504
"64115",1632,1506
"64116",1632,1511
"64117",1632,1512
"64118",1632,1513
"64119",1632,1514
"64120",1632,1517
"64121",1632,1529
"64122",1632,1532
"64123",1632,1534
"64124",1632,1555
"64125",1632,1560
"64126",1632,1570
"64127",1632,1572
"64128",1632,1581
"64129",1632,1582
"64130",1632,1585
"64131",1632,1587
"64132",1632,1588
"64133",1632,1592
"64134",1632,1594
"64135",1632,1599
"64136",1632,1600
"64137",1632,1602
"64138",1632,1612
"64139",1632,1614
"64140",1632,1616
"64141",1632,1631
"64142",1632,1643
"64143",1632,1644
"64144",1632,1646
"64145",1632,1648
"64146",1632,1656
"64147",1632,1657
"64148",1632,1665
"64149",1632,1669
"64150",1632,1672
"64151",1632,1683
"64152",1632,1686
"64153",1632,1690
"64154",1632,1694
"64155",1632,1695
"64156",1632,1699
"64157",1632,1700
"64158",1632,1701
"64159",1632,1705
"64160",1632,1711
"64161",1632,1712
"64162",1632,1716
"64163",1632,1740
"64164",1632,1742
"64165",1632,1743
"64166",1632,1756
"64167",1632,1757
"64168",1632,1759
"64169",1632,1763
"64170",1632,1765
"64171",1632,1770
"64172",1632,1774
"64173",1632,1776
"64174",1632,1785
"64175",1632,1793
"64176",1632,1794
"64177",1632,1799
"64178",1632,1800
"64179",1633,1403
"64180",1633,1405
"64181",1633,1406
"64182",1633,1411
"64183",1633,1412
"64184",1633,1415
"64185",1633,1417
"64186",1633,1421
"64187",1633,1424
"64188",1633,1427
"64189",1633,1435
"64190",1633,1443
"64191",1633,1444
"64192",1633,1450
"64193",1633,1464
"64194",1633,1465
"64195",1633,1470
"64196",1633,1472
"64197",1633,1475
"64198",1633,1476
"64199",1633,1480
"64200",1633,1488
"64201",1633,1491
"64202",1633,1494
"64203",1633,1496
"64204",1633,1504
"64205",1633,1509
"64206",1633,1512
"64207",1633,1517
"64208",1633,1519
"64209",1633,1522
"64210",1633,1529
"64211",1633,1532
"64212",1633,1539
"64213",1633,1548
"64214",1633,1551
"64215",1633,1565
"64216",1633,1566
"64217",1633,1567
"64218",1633,1568
"64219",1633,1571
"64220",1633,1575
"64221",1633,1576
"64222",1633,1579
"64223",1633,1588
"64224",1633,1590
"64225",1633,1591
"64226",1633,1597
"64227",1633,1598
"64228",1633,1599
"64229",1633,1600
"64230",1633,1602
"64231",1633,1606
"64232",1633,1613
"64233",1633,1614
"64234",1633,1616
"64235",1633,1625
"64236",1633,1635
